Date,Td,Tm,Ty,"Qmax,m","Qmean,m","Qmin,m","Qmax,y","Qmean,y","Qmin,y",Q
21.09.2012,21,9,2012,18.5,11.06,14.5,546,57.87,9.70,15.4
22.09.2012,22,9,2012,18.5,11.06,14.5,546,57.87,9.70,15.8
23.09.2012,23,9,2012,18.5,11.06,14.5,546,57.87,9.70,16.3
24.09.2012,24,9,2012,18.5,11.06,14.5,546,57.87,9.70,16.7
25.09.2012,25,9,2012,18.5,11.06,14.5,546,57.87,9.70,16.7
26.09.2012,26,9,2012,18.5,11.06,14.5,546,57.87,9.70,16.7
27.09.2012,27,9,2012,18.5,11.06,14.5,546,57.87,9.70,16.7
28.09.2012,28,9,2012,18.5,11.06,14.5,546,57.87,9.70,16.7
29.09.2012,29,9,2012,18.5,11.06,14.5,546,57.87,9.70,16.7
30.09.2012,30,9,2012,18.5,11.06,14.5,546,57.87,9.70,17.2
1.10.2012,1,10,2012,20.9,18.25,14.1,340,69.84,3.37,14.1
2.10.2012,2,10,2012,20.9,18.25,14.1,340,69.84,3.37,14.5
3.10.2012,3,10,2012,20.9,18.25,14.1,340,69.84,3.37,14.9
4.10.2012,4,10,2012,20.9,18.25,14.1,340,69.84,3.37,14.9
5.10.2012,5,10,2012,20.9,18.25,14.1,340,69.84,3.37,15.8
6.10.2012,6,10,2012,20.9,18.25,14.1,340,69.84,3.37,16.3
7.10.2012,7,10,2012,20.9,18.25,14.1,340,69.84,3.37,16.3
8.10.2012,8,10,2012,20.9,18.25,14.1,340,69.84,3.37,16.7
9.10.2012,9,10,2012,20.9,18.25,14.1,340,69.84,3.37,17.2
10.10.2012,10,10,2012,20.9,18.25,14.1,340,69.84,3.37,17.2
11.10.2012,11,10,2012,20.9,18.25,14.1,340,69.84,3.37,19.4
12.10.2012,12,10,2012,20.9,18.25,14.1,340,69.84,3.37,20.3
13.10.2012,13,10,2012,20.9,18.25,14.1,340,69.84,3.37,20.9
14.10.2012,14,10,2012,20.9,18.25,14.1,340,69.84,3.37,19.4
15.10.2012,15,10,2012,20.9,18.25,14.1,340,69.84,3.37,19
16.10.2012,16,10,2012,20.9,18.25,14.1,340,69.84,3.37,19
17.10.2012,17,10,2012,20.9,18.25,14.1,340,69.84,3.37,19
18.10.2012,18,10,2012,20.9,18.25,14.1,340,69.84,3.37,18.5
19.10.2012,19,10,2012,20.9,18.25,14.1,340,69.84,3.37,17.6
20.10.2012,20,10,2012,20.9,18.25,14.1,340,69.84,3.37,17.6
21.10.2012,21,10,2012,20.9,18.25,14.1,340,69.84,3.37,18.5
22.10.2012,22,10,2012,20.9,18.25,14.1,340,69.84,3.37,19.4
23.10.2012,23,10,2012,20.9,18.25,14.1,340,69.84,3.37,18.5
24.10.2012,24,10,2012,20.9,18.25,14.1,340,69.84,3.37,18.1
25.10.2012,25,10,2012,20.9,18.25,14.1,340,69.84,3.37,18.1
26.10.2012,26,10,2012,20.9,18.25,14.1,340,69.84,3.37,18.1
27.10.2012,27,10,2012,20.9,18.25,14.1,340,69.84,3.37,18.1
28.10.2012,28,10,2012,20.9,18.25,14.1,340,69.84,3.37,18.1
29.10.2012,29,10,2012,20.9,18.25,14.1,340,69.84,3.37,17.2
30.10.2012,30,10,2012,20.9,18.25,14.1,340,69.84,3.37,17.6
31.10.2012,31,10,2012,20.9,18.25,14.1,340,69.84,3.37,18.5
1.11.2012,1,11,2012,52.7,21.95,13.7,340,69.84,3.37,18.1
2.11.2012,2,11,2012,52.7,21.95,13.7,340,69.84,3.37,18.5
3.11.2012,3,11,2012,52.7,21.95,13.7,340,69.84,3.37,19.4
4.11.2012,4,11,2012,52.7,21.95,13.7,340,69.84,3.37,18.5
5.11.2012,5,11,2012,52.7,21.95,13.7,340,69.84,3.37,18.5
6.11.2012,6,11,2012,52.7,21.95,13.7,340,69.84,3.37,15.8
7.11.2012,7,11,2012,52.7,21.95,13.7,340,69.84,3.37,13.7
8.11.2012,8,11,2012,52.7,21.95,13.7,340,69.84,3.37,22.1
9.11.2012,9,11,2012,52.7,21.95,13.7,340,69.84,3.37,20.3
10.11.2012,10,11,2012,52.7,21.95,13.7,340,69.84,3.37,22.7
11.11.2012,11,11,2012,52.7,21.95,13.7,340,69.84,3.37,21.5
12.11.2012,12,11,2012,52.7,21.95,13.7,340,69.84,3.37,33.5
13.11.2012,13,11,2012,52.7,21.95,13.7,340,69.84,3.37,52.7
14.11.2012,14,11,2012,52.7,21.95,13.7,340,69.84,3.37,38.3
15.11.2012,15,11,2012,52.7,21.95,13.7,340,69.84,3.37,40.7
16.11.2012,16,11,2012,52.7,21.95,13.7,340,69.84,3.37,36.7
17.11.2012,17,11,2012,52.7,21.95,13.7,340,69.84,3.37,30.6
18.11.2012,18,11,2012,52.7,21.95,13.7,340,69.84,3.37,27
19.11.2012,19,11,2012,52.7,21.95,13.7,340,69.84,3.37,25.1
20.11.2012,20,11,2012,52.7,21.95,13.7,340,69.84,3.37,24.5
21.11.2012,21,11,2012,52.7,21.95,13.7,340,69.84,3.37,23.3
22.11.2012,22,11,2012,52.7,21.95,13.7,340,69.84,3.37,22.1
23.11.2012,23,11,2012,52.7,21.95,13.7,340,69.84,3.37,22.1
24.11.2012,24,11,2012,52.7,21.95,13.7,340,69.84,3.37,22.1
25.11.2012,25,11,2012,52.7,21.95,13.7,340,69.84,3.37,22.7
26.11.2012,26,11,2012,52.7,21.95,13.7,340,69.84,3.37,22.1
27.11.2012,27,11,2012,52.7,21.95,13.7,340,69.84,3.37,23.3
28.11.2012,28,11,2012,52.7,21.95,13.7,340,69.84,3.37,22.7
29.11.2012,29,11,2012,52.7,21.95,13.7,340,69.84,3.37,23.3
30.11.2012,30,11,2012,52.7,21.95,13.7,340,69.84,3.37,22.7
1.12.2012,1,12,2012,79.2,32.19,21.5,340,69.84,3.37,22.7
2.12.2012,2,12,2012,79.2,32.19,21.5,340,69.84,3.37,21.5
3.12.2012,3,12,2012,79.2,32.19,21.5,340,69.84,3.37,22.1
4.12.2012,4,12,2012,79.2,32.19,21.5,340,69.84,3.37,23.9
5.12.2012,5,12,2012,79.2,32.19,21.5,340,69.84,3.37,24.5
6.12.2012,6,12,2012,79.2,32.19,21.5,340,69.84,3.37,28.5
7.12.2012,7,12,2012,79.2,32.19,21.5,340,69.84,3.37,36.7
8.12.2012,8,12,2012,79.2,32.19,21.5,340,69.84,3.37,36.7
9.12.2012,9,12,2012,79.2,32.19,21.5,340,69.84,3.37,35.9
10.12.2012,10,12,2012,79.2,32.19,21.5,340,69.84,3.37,36.7
11.12.2012,11,12,2012,79.2,32.19,21.5,340,69.84,3.37,35.9
12.12.2012,12,12,2012,79.2,32.19,21.5,340,69.84,3.37,36.7
13.12.2012,13,12,2012,79.2,32.19,21.5,340,69.84,3.37,42.5
14.12.2012,14,12,2012,79.2,32.19,21.5,340,69.84,3.37,46.5
15.12.2012,15,12,2012,79.2,32.19,21.5,340,69.84,3.37,47.5
16.12.2012,16,12,2012,79.2,32.19,21.5,340,69.84,3.37,46.5
17.12.2012,17,12,2012,79.2,32.19,21.5,340,69.84,3.37,45.5
18.12.2012,18,12,2012,79.2,32.19,21.5,340,69.84,3.37,44.5
19.12.2012,19,12,2012,79.2,32.19,21.5,340,69.84,3.37,47.5
20.12.2012,20,12,2012,79.2,32.19,21.5,340,69.84,3.37,49.5
21.12.2012,21,12,2012,79.2,32.19,21.5,340,69.84,3.37,49.5
22.12.2012,22,12,2012,79.2,32.19,21.5,340,69.84,3.37,50.5
23.12.2012,23,12,2012,79.2,32.19,21.5,340,69.84,3.37,57.3
24.12.2012,24,12,2012,79.2,32.19,21.5,340,69.84,3.37,60.7
25.12.2012,25,12,2012,79.2,32.19,21.5,340,69.84,3.37,67.8
26.12.2012,26,12,2012,79.2,32.19,21.5,340,69.84,3.37,79.2
27.12.2012,27,12,2012,79.2,32.19,21.5,340,69.84,3.37,79.2
28.12.2012,28,12,2012,79.2,32.19,21.5,340,69.84,3.37,72.6
29.12.2012,29,12,2012,79.2,32.19,21.5,340,69.84,3.37,69
30.12.2012,30,12,2012,79.2,32.19,21.5,340,69.84,3.37,66.6
31.12.2012,31,12,2012,79.2,32.19,21.5,340,69.84,3.37,64.2
1.01.2013,1,1,2013,109,34.95,47.5,340,69.84,3.37,61.9
2.01.2013,2,1,2013,109,34.95,47.5,340,69.84,3.37,59.6
3.01.2013,3,1,2013,109,34.95,47.5,340,69.84,3.37,57.3
4.01.2013,4,1,2013,109,34.95,47.5,340,69.84,3.37,56.1
5.01.2013,5,1,2013,109,34.95,47.5,340,69.84,3.37,56.1
6.01.2013,6,1,2013,109,34.95,47.5,340,69.84,3.37,55
7.01.2013,7,1,2013,109,34.95,47.5,340,69.84,3.37,55
8.01.2013,8,1,2013,109,34.95,47.5,340,69.84,3.37,53.8
9.01.2013,9,1,2013,109,34.95,47.5,340,69.84,3.37,51.5
10.01.2013,10,1,2013,109,34.95,47.5,340,69.84,3.37,50.5
11.01.2013,11,1,2013,109,34.95,47.5,340,69.84,3.37,48.5
12.01.2013,12,1,2013,109,34.95,47.5,340,69.84,3.37,48.5
13.01.2013,13,1,2013,109,34.95,47.5,340,69.84,3.37,48.5
14.01.2013,14,1,2013,109,34.95,47.5,340,69.84,3.37,49.5
15.01.2013,15,1,2013,109,34.95,47.5,340,69.84,3.37,49.5
16.01.2013,16,1,2013,109,34.95,47.5,340,69.84,3.37,48.5
17.01.2013,17,1,2013,109,34.95,47.5,340,69.84,3.37,48.5
18.01.2013,18,1,2013,109,34.95,47.5,340,69.84,3.37,47.5
19.01.2013,19,1,2013,109,34.95,47.5,340,69.84,3.37,48.5
20.01.2013,20,1,2013,109,34.95,47.5,340,69.84,3.37,48.5
21.01.2013,21,1,2013,109,34.95,47.5,340,69.84,3.37,47.5
22.01.2013,22,1,2013,109,34.95,47.5,340,69.84,3.37,48.5
23.01.2013,23,1,2013,109,34.95,47.5,340,69.84,3.37,49.5
24.01.2013,24,1,2013,109,34.95,47.5,340,69.84,3.37,52.7
25.01.2013,25,1,2013,109,34.95,47.5,340,69.84,3.37,65.4
26.01.2013,26,1,2013,109,34.95,47.5,340,69.84,3.37,73.8
27.01.2013,27,1,2013,109,34.95,47.5,340,69.84,3.37,83.4
28.01.2013,28,1,2013,109,34.95,47.5,340,69.84,3.37,97
29.01.2013,29,1,2013,109,34.95,47.5,340,69.84,3.37,105
30.01.2013,30,1,2013,109,34.95,47.5,340,69.84,3.37,109
31.01.2013,31,1,2013,109,34.95,47.5,340,69.84,3.37,105
1.02.2013,1,2,2013,145,45.47,84.8,340,69.84,3.37,100
2.02.2013,2,2,2013,145,45.47,84.8,340,69.84,3.37,95.4
3.02.2013,3,2,2013,145,45.47,84.8,340,69.84,3.37,90.6
4.02.2013,4,2,2013,145,45.47,84.8,340,69.84,3.37,87.6
5.02.2013,5,2,2013,145,45.47,84.8,340,69.84,3.37,84.8
6.02.2013,6,2,2013,145,45.47,84.8,340,69.84,3.37,84.8
7.02.2013,7,2,2013,145,45.47,84.8,340,69.84,3.37,87.6
8.02.2013,8,2,2013,145,45.47,84.8,340,69.84,3.37,92.2
9.02.2013,9,2,2013,145,45.47,84.8,340,69.84,3.37,97
10.02.2013,10,2,2013,145,45.47,84.8,340,69.84,3.37,102
11.02.2013,11,2,2013,145,45.47,84.8,340,69.84,3.37,118
12.02.2013,12,2,2013,145,45.47,84.8,340,69.84,3.37,129
13.02.2013,13,2,2013,145,45.47,84.8,340,69.84,3.37,135
14.02.2013,14,2,2013,145,45.47,84.8,340,69.84,3.37,133
15.02.2013,15,2,2013,145,45.47,84.8,340,69.84,3.37,127
16.02.2013,16,2,2013,145,45.47,84.8,340,69.84,3.37,121
17.02.2013,17,2,2013,145,45.47,84.8,340,69.84,3.37,119
18.02.2013,18,2,2013,145,45.47,84.8,340,69.84,3.37,118
19.02.2013,19,2,2013,145,45.47,84.8,340,69.84,3.37,114
20.02.2013,20,2,2013,145,45.47,84.8,340,69.84,3.37,112
21.02.2013,21,2,2013,145,45.47,84.8,340,69.84,3.37,107
22.02.2013,22,2,2013,145,45.47,84.8,340,69.84,3.37,107
23.02.2013,23,2,2013,145,45.47,84.8,340,69.84,3.37,103
24.02.2013,24,2,2013,145,45.47,84.8,340,69.84,3.37,107
25.02.2013,25,2,2013,145,45.47,84.8,340,69.84,3.37,112
26.02.2013,26,2,2013,145,45.47,84.8,340,69.84,3.37,125
27.02.2013,27,2,2013,145,45.47,84.8,340,69.84,3.37,137
28.02.2013,28,2,2013,145,45.47,84.8,340,69.84,3.37,145
1.03.2013,1,3,2013,340,119.83,127,340,69.84,3.37,160
2.03.2013,2,3,2013,340,119.83,127,340,69.84,3.37,178
3.03.2013,3,3,2013,340,119.83,127,340,69.84,3.37,169
4.03.2013,4,3,2013,340,119.83,127,340,69.84,3.37,158
5.03.2013,5,3,2013,340,119.83,127,340,69.84,3.37,151
6.03.2013,6,3,2013,340,119.83,127,340,69.84,3.37,147
7.03.2013,7,3,2013,340,119.83,127,340,69.84,3.37,139
8.03.2013,8,3,2013,340,119.83,127,340,69.84,3.37,135
9.03.2013,9,3,2013,340,119.83,127,340,69.84,3.37,129
10.03.2013,10,3,2013,340,119.83,127,340,69.84,3.37,127
11.03.2013,11,3,2013,340,119.83,127,340,69.84,3.37,129
12.03.2013,12,3,2013,340,119.83,127,340,69.84,3.37,139
13.03.2013,13,3,2013,340,119.83,127,340,69.84,3.37,178
14.03.2013,14,3,2013,340,119.83,127,340,69.84,3.37,231
15.03.2013,15,3,2013,340,119.83,127,340,69.84,3.37,297
16.03.2013,16,3,2013,340,119.83,127,340,69.84,3.37,295
17.03.2013,17,3,2013,340,119.83,127,340,69.84,3.37,320
18.03.2013,18,3,2013,340,119.83,127,340,69.84,3.37,340
19.03.2013,19,3,2013,340,119.83,127,340,69.84,3.37,303
20.03.2013,20,3,2013,340,119.83,127,340,69.84,3.37,239
21.03.2013,21,3,2013,340,119.83,127,340,69.84,3.37,210
22.03.2013,22,3,2013,340,119.83,127,340,69.84,3.37,195
23.03.2013,23,3,2013,340,119.83,127,340,69.84,3.37,195
24.03.2013,24,3,2013,340,119.83,127,340,69.84,3.37,200
25.03.2013,25,3,2013,340,119.83,127,340,69.84,3.37,200
26.03.2013,26,3,2013,340,119.83,127,340,69.84,3.37,188
27.03.2013,27,3,2013,340,119.83,127,340,69.84,3.37,176
28.03.2013,28,3,2013,340,119.83,127,340,69.84,3.37,174
29.03.2013,29,3,2013,340,119.83,127,340,69.84,3.37,183
30.03.2013,30,3,2013,340,119.83,127,340,69.84,3.37,205
31.03.2013,31,3,2013,340,119.83,127,340,69.84,3.37,219
1.04.2013,1,4,2013,249,178.18,149,340,69.84,3.37,210
2.04.2013,2,4,2013,249,178.18,149,340,69.84,3.37,207
3.04.2013,3,4,2013,249,178.18,149,340,69.84,3.37,226
4.04.2013,4,4,2013,249,178.18,149,340,69.84,3.37,249
5.04.2013,5,4,2013,249,178.18,149,340,69.84,3.37,236
6.04.2013,6,4,2013,249,178.18,149,340,69.84,3.37,229
7.04.2013,7,4,2013,249,178.18,149,340,69.84,3.37,222
8.04.2013,8,4,2013,249,178.18,149,340,69.84,3.37,207
9.04.2013,9,4,2013,249,178.18,149,340,69.84,3.37,198
10.04.2013,10,4,2013,249,178.18,149,340,69.84,3.37,198
11.04.2013,11,4,2013,249,178.18,149,340,69.84,3.37,188
12.04.2013,12,4,2013,249,178.18,149,340,69.84,3.37,181
13.04.2013,13,4,2013,249,178.18,149,340,69.84,3.37,174
14.04.2013,14,4,2013,249,178.18,149,340,69.84,3.37,160
15.04.2013,15,4,2013,249,178.18,149,340,69.84,3.37,156
16.04.2013,16,4,2013,249,178.18,149,340,69.84,3.37,154
17.04.2013,17,4,2013,249,178.18,149,340,69.84,3.37,162
18.04.2013,18,4,2013,249,178.18,149,340,69.84,3.37,207
19.04.2013,19,4,2013,249,178.18,149,340,69.84,3.37,234
20.04.2013,20,4,2013,249,178.18,149,340,69.84,3.37,217
21.04.2013,21,4,2013,249,178.18,149,340,69.84,3.37,210
22.04.2013,22,4,2013,249,178.18,149,340,69.84,3.37,207
23.04.2013,23,4,2013,249,178.18,149,340,69.84,3.37,202
24.04.2013,24,4,2013,249,178.18,149,340,69.84,3.37,188
25.04.2013,25,4,2013,249,178.18,149,340,69.84,3.37,178
26.04.2013,26,4,2013,249,178.18,149,340,69.84,3.37,169
27.04.2013,27,4,2013,249,178.18,149,340,69.84,3.37,162
28.04.2013,28,4,2013,249,178.18,149,340,69.84,3.37,158
29.04.2013,29,4,2013,249,178.18,149,340,69.84,3.37,154
30.04.2013,30,4,2013,249,178.18,149,340,69.84,3.37,149
1.05.2013,1,5,2013,145,105.63,71.4,340,69.84,3.37,145
2.05.2013,2,5,2013,145,105.63,71.4,340,69.84,3.37,145
3.05.2013,3,5,2013,145,105.63,71.4,340,69.84,3.37,141
4.05.2013,4,5,2013,145,105.63,71.4,340,69.84,3.37,133
5.05.2013,5,5,2013,145,105.63,71.4,340,69.84,3.37,127
6.05.2013,6,5,2013,145,105.63,71.4,340,69.84,3.37,121
7.05.2013,7,5,2013,145,105.63,71.4,340,69.84,3.37,118
8.05.2013,8,5,2013,145,105.63,71.4,340,69.84,3.37,112
9.05.2013,9,5,2013,145,105.63,71.4,340,69.84,3.37,112
10.05.2013,10,5,2013,145,105.63,71.4,340,69.84,3.37,112
11.05.2013,11,5,2013,145,105.63,71.4,340,69.84,3.37,110
12.05.2013,12,5,2013,145,105.63,71.4,340,69.84,3.37,110
13.05.2013,13,5,2013,145,105.63,71.4,340,69.84,3.37,116
14.05.2013,14,5,2013,145,105.63,71.4,340,69.84,3.37,119
15.05.2013,15,5,2013,145,105.63,71.4,340,69.84,3.37,118
16.05.2013,16,5,2013,145,105.63,71.4,340,69.84,3.37,116
17.05.2013,17,5,2013,145,105.63,71.4,340,69.84,3.37,114
18.05.2013,18,5,2013,145,105.63,71.4,340,69.84,3.37,109
19.05.2013,19,5,2013,145,105.63,71.4,340,69.84,3.37,105
20.05.2013,20,5,2013,145,105.63,71.4,340,69.84,3.37,105
21.05.2013,21,5,2013,145,105.63,71.4,340,69.84,3.37,105
22.05.2013,22,5,2013,145,105.63,71.4,340,69.84,3.37,100
23.05.2013,23,5,2013,145,105.63,71.4,340,69.84,3.37,97
24.05.2013,24,5,2013,145,105.63,71.4,340,69.84,3.37,95.4
25.05.2013,25,5,2013,145,105.63,71.4,340,69.84,3.37,89
26.05.2013,26,5,2013,145,105.63,71.4,340,69.84,3.37,86.2
27.05.2013,27,5,2013,145,105.63,71.4,340,69.84,3.37,80.6
28.05.2013,28,5,2013,145,105.63,71.4,340,69.84,3.37,79.2
29.05.2013,29,5,2013,145,105.63,71.4,340,69.84,3.37,76.4
30.05.2013,30,5,2013,145,105.63,71.4,340,69.84,3.37,73.8
31.05.2013,31,5,2013,145,105.63,71.4,340,69.84,3.37,71.4
1.06.2013,1,6,2013,69,54.32,27.7,340,69.84,3.37,69
2.06.2013,2,6,2013,69,54.32,27.7,340,69.84,3.37,67.8
3.06.2013,3,6,2013,69,54.32,27.7,340,69.84,3.37,64.2
4.06.2013,4,6,2013,69,54.32,27.7,340,69.84,3.37,60.7
5.06.2013,5,6,2013,69,54.32,27.7,340,69.84,3.37,59.6
6.06.2013,6,6,2013,69,54.32,27.7,340,69.84,3.37,59.6
7.06.2013,7,6,2013,69,54.32,27.7,340,69.84,3.37,58.4
8.06.2013,8,6,2013,69,54.32,27.7,340,69.84,3.37,59.6
9.06.2013,9,6,2013,69,54.32,27.7,340,69.84,3.37,59.6
10.06.2013,10,6,2013,69,54.32,27.7,340,69.84,3.37,60.7
11.06.2013,11,6,2013,69,54.32,27.7,340,69.84,3.37,58.4
12.06.2013,12,6,2013,69,54.32,27.7,340,69.84,3.37,58.4
13.06.2013,13,6,2013,69,54.32,27.7,340,69.84,3.37,55
14.06.2013,14,6,2013,69,54.32,27.7,340,69.84,3.37,51.5
15.06.2013,15,6,2013,69,54.32,27.7,340,69.84,3.37,50.5
16.06.2013,16,6,2013,69,54.32,27.7,340,69.84,3.37,48.5
17.06.2013,17,6,2013,69,54.32,27.7,340,69.84,3.37,48.5
18.06.2013,18,6,2013,69,54.32,27.7,340,69.84,3.37,46.5
19.06.2013,19,6,2013,69,54.32,27.7,340,69.84,3.37,44.5
20.06.2013,20,6,2013,69,54.32,27.7,340,69.84,3.37,43.5
21.06.2013,21,6,2013,69,54.32,27.7,340,69.84,3.37,42.5
22.06.2013,22,6,2013,69,54.32,27.7,340,69.84,3.37,41.5
23.06.2013,23,6,2013,69,54.32,27.7,340,69.84,3.37,39.9
24.06.2013,24,6,2013,69,54.32,27.7,340,69.84,3.37,37.5
25.06.2013,25,6,2013,69,54.32,27.7,340,69.84,3.37,35.9
26.06.2013,26,6,2013,69,54.32,27.7,340,69.84,3.37,33.5
27.06.2013,27,6,2013,69,54.32,27.7,340,69.84,3.37,31.3
28.06.2013,28,6,2013,69,54.32,27.7,340,69.84,3.37,29.9
29.06.2013,29,6,2013,69,54.32,27.7,340,69.84,3.37,29.2
30.06.2013,30,6,2013,69,54.32,27.7,340,69.84,3.37,27.7
1.07.2013,1,7,2013,27,20.67,5.8,340,69.84,3.37,27
2.07.2013,2,7,2013,27,20.67,5.8,340,69.84,3.37,25.7
3.07.2013,3,7,2013,27,20.67,5.8,340,69.84,3.37,23.9
4.07.2013,4,7,2013,27,20.67,5.8,340,69.84,3.37,23.3
5.07.2013,5,7,2013,27,20.67,5.8,340,69.84,3.37,22.7
6.07.2013,6,7,2013,27,20.67,5.8,340,69.84,3.37,22.1
7.07.2013,7,7,2013,27,20.67,5.8,340,69.84,3.37,21.5
8.07.2013,8,7,2013,27,20.67,5.8,340,69.84,3.37,20.3
9.07.2013,9,7,2013,27,20.67,5.8,340,69.84,3.37,19.9
10.07.2013,10,7,2013,27,20.67,5.8,340,69.84,3.37,19.4
11.07.2013,11,7,2013,27,20.67,5.8,340,69.84,3.37,18.5
12.07.2013,12,7,2013,27,20.67,5.8,340,69.84,3.37,18.5
13.07.2013,13,7,2013,27,20.67,5.8,340,69.84,3.37,18.1
14.07.2013,14,7,2013,27,20.67,5.8,340,69.84,3.37,18.1
15.07.2013,15,7,2013,27,20.67,5.8,340,69.84,3.37,18.1
16.07.2013,16,7,2013,27,20.67,5.8,340,69.84,3.37,18.1
17.07.2013,17,7,2013,27,20.67,5.8,340,69.84,3.37,16.7
18.07.2013,18,7,2013,27,20.67,5.8,340,69.84,3.37,14.9
19.07.2013,19,7,2013,27,20.67,5.8,340,69.84,3.37,18.5
20.07.2013,20,7,2013,27,20.67,5.8,340,69.84,3.37,17.2
21.07.2013,21,7,2013,27,20.67,5.8,340,69.84,3.37,18.1
22.07.2013,22,7,2013,27,20.67,5.8,340,69.84,3.37,22.1
23.07.2013,23,7,2013,27,20.67,5.8,340,69.84,3.37,19
24.07.2013,24,7,2013,27,20.67,5.8,340,69.84,3.37,18.1
25.07.2013,25,7,2013,27,20.67,5.8,340,69.84,3.37,17.6
26.07.2013,26,7,2013,27,20.67,5.8,340,69.84,3.37,17.2
27.07.2013,27,7,2013,27,20.67,5.8,340,69.84,3.37,17.2
28.07.2013,28,7,2013,27,20.67,5.8,340,69.84,3.37,8.98
29.07.2013,29,7,2013,27,20.67,5.8,340,69.84,3.37,5.8
30.07.2013,30,7,2013,27,20.67,5.8,340,69.84,3.37,11.5
31.07.2013,31,7,2013,27,20.67,5.8,340,69.84,3.37,13.2
1.08.2013,1,8,2013,19.4,11.03,3.37,340,69.84,3.37,10.2
2.08.2013,2,8,2013,19.4,11.03,3.37,340,69.84,3.37,10.2
3.08.2013,3,8,2013,19.4,11.03,3.37,340,69.84,3.37,11.2
4.08.2013,4,8,2013,19.4,11.03,3.37,340,69.84,3.37,14.9
5.08.2013,5,8,2013,19.4,11.03,3.37,340,69.84,3.37,19.4
6.08.2013,6,8,2013,19.4,11.03,3.37,340,69.84,3.37,11.9
7.08.2013,7,8,2013,19.4,11.03,3.37,340,69.84,3.37,14.9
8.08.2013,8,8,2013,19.4,11.03,3.37,340,69.84,3.37,15.4
9.08.2013,9,8,2013,19.4,11.03,3.37,340,69.84,3.37,14.9
10.08.2013,10,8,2013,19.4,11.03,3.37,340,69.84,3.37,13.2
11.08.2013,11,8,2013,19.4,11.03,3.37,340,69.84,3.37,13.2
12.08.2013,12,8,2013,19.4,11.03,3.37,340,69.84,3.37,12.4
13.08.2013,13,8,2013,19.4,11.03,3.37,340,69.84,3.37,6.31
14.08.2013,14,8,2013,19.4,11.03,3.37,340,69.84,3.37,4.32
15.08.2013,15,8,2013,19.4,11.03,3.37,340,69.84,3.37,4.32
16.08.2013,16,8,2013,19.4,11.03,3.37,340,69.84,3.37,4.88
17.08.2013,17,8,2013,19.4,11.03,3.37,340,69.84,3.37,3.66
18.08.2013,18,8,2013,19.4,11.03,3.37,340,69.84,3.37,3.52
19.08.2013,19,8,2013,19.4,11.03,3.37,340,69.84,3.37,3.52
20.08.2013,20,8,2013,19.4,11.03,3.37,340,69.84,3.37,3.37
21.08.2013,21,8,2013,19.4,11.03,3.37,340,69.84,3.37,3.37
22.08.2013,22,8,2013,19.4,11.03,3.37,340,69.84,3.37,3.52
23.08.2013,23,8,2013,19.4,11.03,3.37,340,69.84,3.37,3.81
24.08.2013,24,8,2013,19.4,11.03,3.37,340,69.84,3.37,3.95
25.08.2013,25,8,2013,19.4,11.03,3.37,340,69.84,3.37,7.59
26.08.2013,26,8,2013,19.4,11.03,3.37,340,69.84,3.37,7.08
27.08.2013,27,8,2013,19.4,11.03,3.37,340,69.84,3.37,11.5
28.08.2013,28,8,2013,19.4,11.03,3.37,340,69.84,3.37,4.14
29.08.2013,29,8,2013,19.4,11.03,3.37,340,69.84,3.37,4.51
30.08.2013,30,8,2013,19.4,11.03,3.37,340,69.84,3.37,4.88
31.08.2013,31,8,2013,19.4,11.03,3.37,340,69.84,3.37,4.14
1.09.2013,1,9,2013,13.2,11.06,4.51,340,69.84,3.37,7.08
2.09.2013,2,9,2013,13.2,11.06,4.51,340,69.84,3.37,7.84
3.09.2013,3,9,2013,13.2,11.06,4.51,340,69.84,3.37,6.82
4.09.2013,4,9,2013,13.2,11.06,4.51,340,69.84,3.37,8.67
5.09.2013,5,9,2013,13.2,11.06,4.51,340,69.84,3.37,13.2
6.09.2013,6,9,2013,13.2,11.06,4.51,340,69.84,3.37,9.61
7.09.2013,7,9,2013,13.2,11.06,4.51,340,69.84,3.37,8.1
8.09.2013,8,9,2013,13.2,11.06,4.51,340,69.84,3.37,8.98
9.09.2013,9,9,2013,13.2,11.06,4.51,340,69.84,3.37,8.98
10.09.2013,10,9,2013,13.2,11.06,4.51,340,69.84,3.37,8.67
11.09.2013,11,9,2013,13.2,11.06,4.51,340,69.84,3.37,8.98
12.09.2013,12,9,2013,13.2,11.06,4.51,340,69.84,3.37,8.98
13.09.2013,13,9,2013,13.2,11.06,4.51,340,69.84,3.37,8.67
14.09.2013,14,9,2013,13.2,11.06,4.51,340,69.84,3.37,8.67
15.09.2013,15,9,2013,13.2,11.06,4.51,340,69.84,3.37,8.35
16.09.2013,16,9,2013,13.2,11.06,4.51,340,69.84,3.37,8.35
17.09.2013,17,9,2013,13.2,11.06,4.51,340,69.84,3.37,10.2
18.09.2013,18,9,2013,13.2,11.06,4.51,340,69.84,3.37,10.9
19.09.2013,19,9,2013,13.2,11.06,4.51,340,69.84,3.37,9.3
20.09.2013,20,9,2013,13.2,11.06,4.51,340,69.84,3.37,7.84
21.09.2013,21,9,2013,13.2,11.06,4.51,340,69.84,3.37,6.31
22.09.2013,22,9,2013,13.2,11.06,4.51,340,69.84,3.37,5.43
23.09.2013,23,9,2013,13.2,11.06,4.51,340,69.84,3.37,5.8
