13.01.2015,7.56,32,1.95,43,39.4
14.01.2015,7.87,30.7,1.85,42.3,39.4
15.01.2015,8.18,30.7,1.95,42.3,32.5
16.01.2015,8.18,30,1.85,42.3,39.4
17.01.2015,7.87,30,1.85,42.3,31.4
18.01.2015,7.87,29.3,1.85,43,44.4
19.01.2015,7.56,28,1.76,40.8,28.3
20.01.2015,7.87,26.8,1.76,43,32.5
21.01.2015,7.87,26.8,1.76,43,33.5
22.01.2015,7.56,27.4,1.85,43,33.5
23.01.2015,7.56,28,1.85,43,30.4
24.01.2015,7.56,27.4,1.85,43,30.4
25.01.2015,7.56,28,1.85,39.4,29.3
26.01.2015,7.87,28,1.85,41.6,29.3
27.01.2015,7.87,28,1.85,33,28.3
28.01.2015,7.87,28.7,1.85,32.4,23.5
29.01.2015,7.87,29.3,1.85,43,27.2
30.01.2015,7.87,29.3,1.85,42.3,38.1
31.01.2015,7.87,29.3,1.85,33,34.6
1.02.2015,7.87,29.3,1.66,30.1,33.5
2.02.2015,8.49,33.4,1.57,31.3,33.5
3.02.2015,9.54,36.8,1.57,34.9,34.6
4.02.2015,11.4,41.5,1.66,34.9,35.6
5.02.2015,11.4,46.1,1.57,32.4,39.4
6.02.2015,11,43.7,1.66,32.4,43.1
7.02.2015,11,42.2,1.66,32.4,49.6
8.02.2015,11.4,41.5,1.66,33,51.1
9.02.2015,11.4,42.9,1.57,31.8,46.9
10.02.2015,11.4,42.9,1.57,33,46.9
11.02.2015,11.4,42.9,1.66,33,49.6
12.02.2015,11.4,42.9,1.66,31.8,49.6
13.02.2015,11.4,42.9,1.57,33,48.1
14.02.2015,11,42.2,1.57,32.4,45.6
15.02.2015,11,41.5,1.57,31.8,33.5
16.02.2015,10.7,40.9,1.57,31.3,29.3
17.02.2015,11,40.9,1.57,38.1,40.6
18.02.2015,10.7,40.2,1.66,43,30.4
19.02.2015,10.7,40.2,1.66,33,36.9
20.02.2015,10.7,40.2,1.76,31.8,38.1
21.02.2015,10.3,39.5,1.76,33,40.6
22.02.2015,9.91,38.1,1.76,43,41.9
23.02.2015,9.91,37.5,1.76,31.8,43.1
24.02.2015,9.91,37.5,1.76,31.3,44.4
25.02.2015,9.91,38.1,1.95,30.1,36.9
26.02.2015,9.54,37.5,2.23,30.1,36.9
27.02.2015,10.3,37.5,2.23,30.1,35.6
28.02.2015,11.4,40.9,2.66,34.9,35.6
1.03.2015,12.5,46.1,2.78,30.7,43.1
2.03.2015,13.9,54.3,2.78,31.3,69.5
3.03.2015,14.8,63.5,2.66,33,77.8
4.03.2015,16.6,66.9,2.23,33,69.5
5.03.2015,17,69.5,2.14,33,61.4
6.03.2015,15.7,64.3,2.14,32.4,59.9
7.03.2015,15.7,60.9,2.04,29.5,76.2
8.03.2015,16.1,60.1,2.04,26.2,67.9
9.03.2015,18.7,59.2,2.04,28.4,77.8
10.03.2015,23.1,66,1.95,31.3,76.2
11.03.2015,27.8,73.9,1.85,33,76.2
12.03.2015,31.7,86.4,2.04,32.4,77.8
13.03.2015,51,134,2.23,32.4,121
14.03.2015,42.6,136,2.23,32.4,270
15.03.2015,39.7,117,2.23,32.4,258
16.03.2015,37.6,111,2.33,32.4,228
17.03.2015,34.1,107,2.33,32.4,191
18.03.2015,30.9,95.5,2.42,32.4,191
19.03.2015,29.6,88.2,2.54,32.4,169
20.03.2015,29.6,86.4,2.66,31.8,158
21.03.2015,28.9,89.1,3.02,31.8,158
22.03.2015,28.9,90,3.25,32.4,160
23.03.2015,27.6,86.4,3.49,32.4,160
24.03.2015,27.1,84.6,3.61,32.4,171
25.03.2015,27.1,86.4,3.61,32.4,171
26.03.2015,27.6,81.9,3.49,32.4,175
27.03.2015,32.2,82.8,3.13,31.8,173
28.03.2015,35.5,91.8,3.37,32.4,175
29.03.2015,43.3,109,3.75,32.4,210
